wavelength_nm,device_A,device_B,device_C
1680.0,0.12205878092337198,0.15425558143634113,0.08000090413452532
1684.0,0.121554723468922,0.14715589167041282,0.08000052993973074
1688.0,0.1211664334473244,0.14082364412002496,0.08000030734469295
1692.0,0.12086942188042844,0.13520236536286384,0.08000017637245758
1696.0,0.12064382073287147,0.13023543293799617,0.0800001001478488
1700.0,0.12047365610747925,0.1258669251143905,0.08000005626758735
1704.0,0.12034619844772569,0.12204233957588197,0.08000003128101045
1708.0,0.12025139166945241,0.11870918374610037,0.0800000172071547
1712.0,0.12018135955395247,0.11581744236297156,0.08000000936576299
1716.0,0.12012998516417951,0.1133199302192458,0.08000000504409287
1720.0,0.12009255735306501,0.11117253972212786,0.0800000026879971
1724.0,0.12006547746492735,0.10933439411985575,0.08000000141736051
1728.0,0.12004601893652235,0.10776791793970772,0.08000000073949913
1732.0,0.12003213254250608,0.10643883643538127,0.08000000038176915
1736.0,0.12002229037600709,0.10531611571427862,0.0800000001950158
1740.0,0.12001536220263516,0.10437185477294357,0.08000000009856996
1744.0,0.12001051848944332,0.10358113997820048,0.08000000004929753
1748.0,0.1200071551221548,0.10292187165670842,0.0800000000243956
1752.0,0.12000483553488653,0.10237457145655146,0.08000000001194549
1756.0,0.12000324665229985,0.10192217807505112,0.08000000000578765
1760.0,0.12000216566277164,0.10154983785408604,0.08000000000277463
1764.0,0.12000143519090221,0.10124469566709232,0.08000000000131618
1768.0,0.12000094491404772,0.10099569049208387,0.08000000000061777
1772.0,0.12000061807151613,0.10079335910641271,0.08000000000028691
1776.0,0.1200004016510852,0.10062965046844818,0.08000000000013185
1780.0,0.12000025931220075,0.10049775257939401,0.08000000000005995
1784.0,0.12000016632623177,0.10039193295004598,0.08000000000002698
1788.0,0.12000010598937641,0.10030739323275323,0.080000000000012
1792.0,0.12000006710080288,0.1002401381147996,0.08000000000000529
1796.0,0.12000004220431808,0.10018685819966,0.0800000000000023
1800.0,0.12000002637241185,0.10014482631890138,0.080000000000001
