x_um,y_um,intensity_au
4.25,-2.75,0.0005053092929143306
4.5,-2.75,0.00032156763445139277
4.75,-2.75,0.00019942109352210575
5.0,-2.75,0.00012051845978315014
-5.0,-2.5,0.000235437572069687
-4.75,-2.5,0.00038957698399735835
-4.5,-2.5,0.0006281950769006885
-4.25,-2.5,0.0009871416651196989
-4.0,-2.5,0.0015116392300328163
-3.75,-2.5,0.002255799740453998
-3.5,-2.5,0.0032804743578688056
-3.25,-2.5,0.004648967063466346
-3.0,-2.5,0.006420369281603713
-2.75,-2.5,0.008640666912450279
-2.5,-2.5,0.011332304526210278
-2.25,-2.5,0.014483480069862421
-2.0,-2.5,0.01803895322603003
-1.75,-2.5,0.021894420548619196
-1.5,-2.5,0.025896394116715807
-1.25,-2.5,0.029848935879215215
-1.0,-2.5,0.03352757379166667
-0.75,-2.5,0.036699413004821956
-0.5,-2.5,0.0391471207713375
-0.25,-2.5,0.04069342557584563
0.0,-2.5,0.04122231635355608
0.25,-2.5,0.04069342557584563
0.5,-2.5,0.0391471207713375
0.75,-2.5,0.036699413004821956
1.0,-2.5,0.03352757379166667
1.25,-2.5,0.029848935879215215
1.5,-2.5,0.025896394116715807
1.75,-2.5,0.021894420548619196
2.0,-2.5,0.01803895322603003
2.25,-2.5,0.014483480069862421
2.5,-2.5,0.011332304526210278
2.75,-2.5,0.008640666912450279
3.0,-2.5,0.006420369281603713
3.25,-2.5,0.004648967063466346
3.5,-2.5,0.0032804743578688056
3.75,-2.5,0.002255799740453998
4.0,-2.5,0.0015116392300328163
4.25,-2.5,0.0009871416651196989
4.5,-2.5,0.0006281950769006885
4.75,-2.5,0.00038957698399735835
5.0,-2.5,0.000235437572069687
-5.0,-2.25,0.0004315196889213149
-4.75,-2.25,0.0007140327581006712
-4.5,-2.25,0.001151381836735261
-4.25,-2.25,0.0018092739425958674
-4.0,-2.25,0.00277059470402601
-3.75,-2.25,0.004134522768444833
-3.5,-2.25,0.006012588653449499
-3.25,-2.25,0.00852081850571687
-3.0,-2.25,0.011767517524083039
-2.75,-2.25,0.01583697056232644
-2.5,-2.25,0.02077031495408241
-2.25,-2.25,0.026545919409987784
-2.0,-2.25,0.03306253719885713
-1.75,-2.25,0.040128996664373265
-1.5,-2.25,0.047463978816946695
-1.25,-2.25,0.054708360318202635
-1.0,-2.25,0.06145071955033638
-0.75,-2.25,0.06726419723164748
-0.5,-2.25,0.07175045694241464
-0.25,-2.25,0.07458458814056249
0.0,-2.25,0.07555396096353491
0.25,-2.25,0.07458458814056249
0.5,-2.25,0.07175045694241464
0.75,-2.25,0.06726419723164748
1.0,-2.25,0.06145071955033638
1.25,-2.25,0.054708360318202635
1.5,-2.25,0.047463978816946695
1.75,-2.25,0.040128996664373265
2.0,-2.25,0.03306253719885713
2.25,-2.25,0.026545919409987784
2.5,-2.25,0.02077031495408241
2.75,-2.25,0.01583697056232644
3.0,-2.25,0.011767517524083039
3.25,-2.25,0.00852081850571687
3.5,-2.25,0.006012588653449499
3.75,-2.25,0.004134522768444833
4.0,-2.25,0.00277059470402601
4.25,-2.25,0.0018092739425958674
4.5,-2.25,0.001151381836735261
4.75,-2.25,0.0007140327581006712
5.0,-2.25,0.0004315196889213149
-5.0,-2.0,0.0007420413543467795
-4.75,-2.0,0.0012278508917946548
-4.5,-2.0,0.001979916466006504
-4.25,-2.0,0.0031112278795533297
-4.0,-2.0,0.004764315277619595
-3.75,-2.0,0.007109726284665148
-3.5,-2.0,0.010339248803892438
-3.25,-2.0,0.014652401423282843
-3.0,-2.0,0.020235425787170178
-2.75,-2.0,0.02723325814911226
-2.5,-2.0,0.035716638277301954
-2.25,-2.0,0.04564836900167405
-2.0,-2.0,0.05685434642045799
-1.75,-2.0,0.0690058317103548
-1.5,-2.0,0.08161906867344854
-1.25,-2.0,0.09407650873611256
-1.0,-2.0,0.10567067119162296
-0.75,-2.0,0.11566752872294053
-0.5,-2.0,0.12338210193291535
-0.25,-2.0,0.12825567458014991
0.0,-2.0,0.12992260830505947
0.25,-2.0,0.12825567458014991
0.5,-2.0,0.12338210193291535
0.75,-2.0,0.11566752872294053
1.0,-2.0,0.10567067119162296
1.25,-2.0,0.09407650873611256
1.5,-2.0,0.08161906867344854
1.75,-2.0,0.0690058317103548
2.0,-2.0,0.05685434642045799
2.25,-2.0,0.04564836900167405
2.5,-2.0,0.035716638277301954
2.75,-2.0,0.02723325814911226
3.0,-2.0,0.020235425787170178
3.25,-2.0,0.014652401423282843
3.5,-2.0,0.010339248803892438
3.75,-2.0,0.007109726284665148
4.0,-2.0,0.004764315277619595
4.25,-2.0,0.0031112278795533297
4.5,-2.0,0.001979916466006504
4.75,-2.0,0.0012278508917946548
5.0,-2.0,0.0007420413543467795
-5.0,-1.75,0.0011971766856996714
-4.75,-1.75,0.001980960296297926
-4.5,-1.75,0.003194309614755179
-4.25,-1.75,0.005019517388729531
-4.0,-1.75,0.0076865354474885544
-3.75,-1.75,0.011470517781586495
-3.5,-1.75,0.01668088650741647
-3.25,-1.75,0.02363953608611037
-3.0,-1.75,0.03264694054542515
-2.75,-1.75,0.04393693362340742
-2.5,-1.75,0.05762364373181779
-2.25,-1.75,0.07364705860245155
-2.0,-1.75,0.09172628670430691
-1.75,-1.75,0.11133095536659886
-1.5,-1.75,0.13168059374586952
-1.25,-1.75,0.151778876300015
-1.0,-1.75,0.17048438496289856
-0.75,-1.75,0.1866128725419905
-0.5,-1.75,0.19905922358833528
-0.25,-1.75,0.2069220300413112
0.0,-1.75,0.2096113871510978
0.25,-1.75,0.2069220300413112
0.5,-1.75,0.19905922358833528
0.75,-1.75,0.1866128725419905
1.0,-1.75,0.17048438496289856
1.25,-1.75,0.151778876300015
1.5,-1.75,0.13168059374586952
1.75,-1.75,0.11133095536659886
2.0,-1.75,0.09172628670430691
2.25,-1.75,0.07364705860245155
2.5,-1.75,0.05762364373181779
2.75,-1.75,0.04393693362340742
3.0,-1.75,0.03264694054542515
3.25,-1.75,0.02363953608611037
3.5,-1.75,0.01668088650741647
3.75,-1.75,0.011470517781586495
4.0,-1.75,0.0076865354474885544
4.25,-1.75,0.005019517388729531
4.5,-1.75,0.003194309614755179
4.75,-1.75,0.001980960296297926
5.0,-1.75,0.0011971766856996714
-5.0,-1.5,0.0018121370494415974
-4.75,-1.5,0.0029985311184842277
-4.5,-1.5,0.004835148286321965
-4.25,-1.5,0.007597920623652203
-4.0,-1.5,0.011634920586596237
-3.75,-1.5,0.01736264203653731
-3.5,-1.5,0.02524944965826289
-3.25,-1.5,0.03578258721954328
-3.0,-1.5,0.04941687490239289
-2.75,-1.5,0.06650626111324605
-2.5,-1.5,0.08722349923580605
-2.25,-1.5,0.11147775016843169
-2.0,-1.5,0.13884383527518476
-1.75,-1.5,0.16851894242463872
-1.5,-1.5,0.19932169200229455
-1.25,-1.5,0.2297439704191409
-1.0,-1.5,0.25805804108353203
-0.75,-1.5,0.28247133800340135
-0.5,-1.5,0.3013110749702601
-0.25,-1.5,0.3132128126638061
0.0,-1.5,0.3172836267015646
0.25,-1.5,0.3132128126638061
0.5,-1.5,0.3013110749702601
0.75,-1.5,0.28247133800340135
1.0,-1.5,0.25805804108353203
1.25,-1.5,0.2297439704191409
1.5,-1.5,0.19932169200229455
1.75,-1.5,0.16851894242463872
2.0,-1.5,0.13884383527518476
2.25,-1.5,0.11147775016843169
2.5,-1.5,0.08722349923580605
2.75,-1.5,0.06650626111324605
3.0,-1.5,0.04941687490239289
3.25,-1.5,0.03578258721954328
3.5,-1.5,0.02524944965826289
3.75,-1.5,0.01736264203653731
4.0,-1.5,0.011634920586596237
4.25,-1.5,0.007597920623652203
4.5,-1.5,0.004835148286321965
4.75,-1.5,0.0029985311184842277
5.0,-1.5,0.0018121370494415974
-5.0,-1.25,0.0025735136527679364
-4.75,-1.25,0.0042583759181164344
-4.5,-1.25,0.0068666551085865305
-4.25,-1.25,0.01079021725406547
-4.0,-1.25,0.016523378840305063
-3.75,-1.25,0.024657625284423234
-3.5,-1.25,0.035858106560118876
-3.25,-1.25,0.05081678384602879
-3.0,-1.25,0.07017957183625914
-2.75,-1.25,0.09444913177081646
-2.5,-1.25,0.12387080005605
-2.25,-1.25,0.15831557117973816
-2.0,-1.25,0.19717962600756705
-1.75,-1.25,0.23932284769160247
-1.5,-1.25,0.2830674952641004
-1.25,-1.25,0.32627181520126347
-1.0,-1.25,0.36648215549682794
-0.75,-1.25,0.4011527964131544
-0.5,-1.25,0.42790812394961647
-0.25,-1.25,0.4448104241677161
0.0,-1.25,0.45059160694706457
0.25,-1.25,0.4448104241677161
0.5,-1.25,0.42790812394961647
0.75,-1.25,0.4011527964131544
1.0,-1.25,0.36648215549682794
1.25,-1.25,0.32627181520126347
1.5,-1.25,0.2830674952641004
1.75,-1.25,0.23932284769160247
2.0,-1.25,0.19717962600756705
2.25,-1.25,0.15831557117973816
2.5,-1.25,0.12387080005605
2.75,-1.25,0.09444913177081646
3.0,-1.25,0.07017957183625914
3.25,-1.25,0.05081678384602879
3.5,-1.25,0.035858106560118876
3.75,-1.25,0.024657625284423234
4.0,-1.25,0.016523378840305063
4.25,-1.25,0.01079021725406547
4.5,-1.25,0.0068666551085865305
4.75,-1.25,0.0042583759181164344
5.0,-1.25,0.0025735136527679364
-5.0,-1.0,0.0034289769149193545
-4.75,-1.0,0.005673905286091938
-4.5,-1.0,0.009149204172564561
-4.25,-1.0,0.014377000033149382
-4.0,-1.0,0.02201592540180789
-3.75,-1.0,0.0328540817283332
-3.5,-1.0,0.04777772189983149
-3.25,-1.0,0.06770882233753292
-3.0,-1.0,0.09350800663778605
-2.75,-1.0,0.12584502597372077
-2.5,-1.0,0.16504676917798658
-2.25,-1.0,0.21094134793639896
-2.0,-1.0,0.2627242272234211
-1.75,-1.0,0.31887630324581206
-1.5,-1.0,0.37716213612493715
-1.25,-1.0,0.43472803072587834
-1.0,-1.0,0.4883047150641351
-0.75,-1.0,0.5345002451324041
-0.5,-1.0,0.5701493276134549
-0.25,-1.0,0.5926701318821884
0.0,-1.0,0.6003730411984044
0.25,-1.0,0.5926701318821884
0.5,-1.0,0.5701493276134549
0.75,-1.0,0.5345002451324041
1.0,-1.0,0.4883047150641351
1.25,-1.0,0.43472803072587834
1.5,-1.0,0.37716213612493715
1.75,-1.0,0.31887630324581206
2.0,-1.0,0.2627242272234211
2.25,-1.0,0.21094134793639896
2.5,-1.0,0.16504676917798658
2.75,-1.0,0.12584502597372077
3.0,-1.0,0.09350800663778605
3.25,-1.0,0.06770882233753292
3.5,-1.0,0.04777772189983149
3.75,-1.0,0.0328540817283332
4.0,-1.0,0.02201592540180789
4.25,-1.0,0.014377000033149382
4.5,-1.0,0.009149204172564561
4.75,-1.0,0.005673905286091938
5.0,-1.0,0.0034289769149193545
-5.0,-0.75,0.004286524337653382
-4.75,-0.75,0.007092883300716324
-4.5,-0.75,0.011437314198652232
-4.25,-0.75,0.017972521271986373
-4.0,-0.75,0.027521853425201685
-3.75,-0.75,0.0410705071553582
-3.5,-0.75,0.05972637693481792
-3.25,-0.75,0.08464201481231307
-3.0,-0.75,0.11689327638058783
-2.75,-0.75,0.15731740982620832
-2.5,-0.75,0.2063230550938655
-2.25,-0.75,0.2636953365922702
-2.0,-0.75,0.3284285144016075
-1.75,-0.75,0.3986235744594565
-1.5,-0.75,0.47148601925740957
-1.25,-0.75,0.5434484775498787
-1.0,-0.75,0.6104240702835241
-0.75,-0.75,0.6681725675297037
-0.5,-0.75,0.7127370727630761
-0.25,-0.75,0.7408900694138933
0.0,-0.75,0.7505193871590883
0.25,-0.75,0.7408900694138933
0.5,-0.75,0.7127370727630761
0.75,-0.75,0.6681725675297037
1.0,-0.75,0.6104240702835241
1.25,-0.75,0.5434484775498787
1.5,-0.75,0.47148601925740957
1.75,-0.75,0.3986235744594565
2.0,-0.75,0.3284285144016075
2.25,-0.75,0.2636953365922702
2.5,-0.75,0.2063230550938655
2.75,-0.75,0.15731740982620832
3.0,-0.75,0.11689327638058783
3.25,-0.75,0.08464201481231307
3.5,-0.75,0.05972637693481792
3.75,-0.75,0.0410705071553582
4.0,-0.75,0.027521853425201685
4.25,-0.75,0.017972521271986373
4.5,-0.75,0.011437314198652232
4.75,-0.75,0.007092883300716324
5.0,-0.75,0.004286524337653382
-5.0,-0.5,0.00502746058310136
-4.75,-0.5,0.00831890557616908
-4.5,-0.5,0.01341428201052693
-4.25,-0.5,0.0210791156555819
-4.0,-0.5,0.03227907329340895
-3.75,-0.5,0.04816964505200539
-3.5,-0.5,0.07005022768064645
-3.25,-0.5,0.09927259467658607
-3.0,-0.5,0.13709856591055702
-2.75,-0.5,0.18451010997171668
-2.5,-0.5,0.24198650122147908
-2.25,-0.5,0.30927572229556893
-2.0,-0.5,0.38519818866222355
-1.75,-0.5,0.46752663702056463
-1.5,-0.5,0.55298353411371
-1.25,-0.5,0.6373848798264752
-1.0,-0.5,0.7159373680371416
-0.75,-0.5,0.7836678346737647
-0.5,-0.5,0.8359354239414012
-0.25,-0.5,0.868954735114997
0.0,-0.5,0.8802485040505603
0.25,-0.5,0.868954735114997
0.5,-0.5,0.8359354239414012
0.75,-0.5,0.7836678346737647
1.0,-0.5,0.7159373680371416
1.25,-0.5,0.6373848798264752
1.5,-0.5,0.55298353411371
1.75,-0.5,0.46752663702056463
2.0,-0.5,0.38519818866222355
2.25,-0.5,0.30927572229556893
2.5,-0.5,0.24198650122147908
2.75,-0.5,0.18451010997171668
3.0,-0.5,0.13709856591055702
3.25,-0.5,0.09927259467658607
3.5,-0.5,0.07005022768064645
3.75,-0.5,0.04816964505200539
4.0,-0.5,0.03227907329340895
4.25,-0.5,0.0210791156555819
4.5,-0.5,0.01341428201052693
4.75,-0.5,0.00831890557616908
5.0,-0.5,0.00502746058310136
-5.0,-0.25,0.0055321596219627955
-4.75,-0.25,0.00915402771770988
-4.5,-0.25,0.014760921158824889
-4.25,-0.25,0.023195215669807846
-4.0,-0.25,0.03551951983639735
-3.75,-0.25,0.05300532166412242
-3.5,-0.25,0.07708246234426211
-3.25,-0.25,0.10923841783728123
-3.0,-0.25,0.15086168017084914
-2.75,-0.25,0.2030327962511379
-2.5,-0.25,0.26627915405588104
-2.25,-0.25,0.340323436585048
-2.0,-0.25,0.4238676426291925
-1.75,-0.25,0.5144609173487928
-1.5,-0.25,0.6084967009620956
-1.25,-0.25,0.7013709680147167
-1.0,-0.25,0.7878092197524719
-0.75,-0.25,0.8623390438078363
-0.5,-0.25,0.9198536960073332
-0.25,-0.25,0.9561877650666886
0.0,-0.25,0.9686152981029712
0.25,-0.25,0.9561877650666886
0.5,-0.25,0.9198536960073332
0.75,-0.25,0.8623390438078363
1.0,-0.25,0.7878092197524719
1.25,-0.25,0.7013709680147167
1.5,-0.25,0.6084967009620956
1.75,-0.25,0.5144609173487928
2.0,-0.25,0.4238676426291925
2.25,-0.25,0.340323436585048
2.5,-0.25,0.26627915405588104
2.75,-0.25,0.2030327962511379
3.0,-0.25,0.15086168017084914
3.25,-0.25,0.10923841783728123
3.5,-0.25,0.07708246234426211
3.75,-0.25,0.05300532166412242
4.0,-0.25,0.03551951983639735
4.25,-0.25,0.023195215669807846
4.5,-0.25,0.014760921158824889
4.75,-0.25,0.00915402771770988
5.0,-0.25,0.0055321596219627955
-5.0,0.0,0.005711410539145422
-4.75,0.0,0.009450633017708888
-4.5,0.0,0.015239198872590683
-4.25,0.0,0.02394677816387535
-4.0,0.0,0.03667040971370384
-3.75,0.0,0.05472277979496411
-3.5,0.0,0.07958005876556747
-3.25,0.0,0.11277791921232731
-3.0,0.0,0.15574984254978327
-2.75,0.0,0.2096113871510978
-2.5,0.0,0.2749070292172626
-2.25,0.0,0.35135046622902816
-2.0,0.0,0.43760163963891074
-1.75,0.0,0.5311302829475874
-1.5,0.0,0.6282129780046152
-1.25,0.0,0.7240965214862377
-1.0,0.0,0.8133355123498387
-0.75,0.0,0.890280223218365
-0.5,0.0,0.9496584431495793
-0.25,0.0,0.9871697947981805
0.0,0.0,1.0
0.25,0.0,0.9871697947981805
0.5,0.0,0.9496584431495793
0.75,0.0,0.890280223218365
1.0,0.0,0.8133355123498387
1.25,0.0,0.7240965214862377
1.5,0.0,0.6282129780046152
1.75,0.0,0.5311302829475874
2.0,0.0,0.43760163963891074
2.25,0.0,0.35135046622902816
2.5,0.0,0.2749070292172626
2.75,0.0,0.2096113871510978
3.0,0.0,0.15574984254978327
3.25,0.0,0.11277791921232731
3.5,0.0,0.07958005876556747
3.75,0.0,0.05472277979496411
4.0,0.0,0.03667040971370384
4.25,0.0,0.02394677816387535
4.5,0.0,0.015239198872590683
4.75,0.0,0.009450633017708888
5.0,0.0,0.005711410539145422
-5.0,0.25,0.0055321596219627955
-4.75,0.25,0.00915402771770988
-4.5,0.25,0.014760921158824889
-4.25,0.25,0.023195215669807846
-4.0,0.25,0.03551951983639735
-3.75,0.25,0.05300532166412242
-3.5,0.25,0.07708246234426211
-3.25,0.25,0.10923841783728123
-3.0,0.25,0.15086168017084914
-2.75,0.25,0.2030327962511379
-2.5,0.25,0.26627915405588104
-2.25,0.25,0.340323436585048
-2.0,0.25,0.4238676426291925
-1.75,0.25,0.5144609173487928
-1.5,0.25,0.6084967009620956
-1.25,0.25,0.7013709680147167
-1.0,0.25,0.7878092197524719
-0.75,0.25,0.8623390438078363
-0.5,0.25,0.9198536960073332
-0.25,0.25,0.9561877650666886
0.0,0.25,0.9686152981029712
0.25,0.25,0.9561877650666886
0.5,0.25,0.9198536960073332
0.75,0.25,0.8623390438078363
1.0,0.25,0.7878092197524719
1.25,0.25,0.7013709680147167
1.5,0.25,0.6084967009620956
1.75,0.25,0.5144609173487928
2.0,0.25,0.4238676426291925
2.25,0.25,0.340323436585048
2.5,0.25,0.26627915405588104
2.75,0.25,0.2030327962511379
3.0,0.25,0.15086168017084914
3.25,0.25,0.10923841783728123
3.5,0.25,0.07708246234426211
3.75,0.25,0.05300532166412242
4.0,0.25,0.03551951983639735
4.25,0.25,0.023195215669807846
4.5,0.25,0.014760921158824889
4.75,0.25,0.00915402771770988
5.0,0.25,0.0055321596219627955
-5.0,0.5,0.00502746058310136
-4.75,0.5,0.00831890557616908
-4.5,0.5,0.01341428201052693
-4.25,0.5,0.0210791156555819
-4.0,0.5,0.03227907329340895
-3.75,0.5,0.04816964505200539
